locus_tag	ftype	length_bp	gene	EC_number	COG	product
NJOOCDGH_00363	CDS	1197	rlmI	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
NJOOCDGH_00364	CDS	540	yraA_1	3.2.-.-	COG0693	Putative cysteine protease YraA
NJOOCDGH_00365	CDS	879				hypothetical protein
NJOOCDGH_00366	CDS	813	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
NJOOCDGH_00367	CDS	579				hypothetical protein
NJOOCDGH_00368	CDS	345				hypothetical protein
NJOOCDGH_00369	CDS	987				hypothetical protein
NJOOCDGH_00370	CDS	1734	ggt_1	3.4.19.13		Glutathione hydrolase proenzyme
NJOOCDGH_00371	CDS	252	fdx_1		COG1145	Ferredoxin
NJOOCDGH_00372	CDS	480	coaD	2.7.7.3	COG0669	Phosphopantetheine adenylyltransferase
NJOOCDGH_00373	CDS	1596		1.1.-.-	COG2303	putative GMC-type oxidoreductase
NJOOCDGH_00374	CDS	549				hypothetical protein
NJOOCDGH_00375	CDS	1431	calB	1.2.1.68		Coniferyl aldehyde dehydrogenase
NJOOCDGH_00376	CDS	648				hypothetical protein
NJOOCDGH_00377	CDS	411				hypothetical protein
NJOOCDGH_00378	CDS	999				hypothetical protein
NJOOCDGH_00379	CDS	294				hypothetical protein
NJOOCDGH_00380	CDS	597	rsmD	2.1.1.171	COG0742	Ribosomal RNA small subunit methyltransferase D
NJOOCDGH_00381	CDS	1488				hypothetical protein
NJOOCDGH_00382	CDS	1371		3.4.24.-	COG0612	putative zinc protease
NJOOCDGH_00383	CDS	1368	ftsY			Signal recognition particle receptor FtsY
NJOOCDGH_00384	CDS	672	ftsE		COG2884	Cell division ATP-binding protein FtsE
NJOOCDGH_00385	CDS	1008	ftsX		COG2177	Cell division protein FtsX
NJOOCDGH_00386	CDS	855	rpoH		COG0568	RNA polymerase sigma factor RpoH
NJOOCDGH_00387	CDS	606				hypothetical protein
NJOOCDGH_00388	CDS	732	mtgA	2.4.1.129	COG0744	Biosynthetic peptidoglycan transglycosylase
NJOOCDGH_00389	CDS	378				hypothetical protein
NJOOCDGH_00390	CDS	201				hypothetical protein
NJOOCDGH_00391	CDS	798	thiG	2.8.1.10	COG2022	Thiazole synthase
NJOOCDGH_00392	CDS	735	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
NJOOCDGH_00393	CDS	1347				putative protein
NJOOCDGH_00394	CDS	258				hypothetical protein
NJOOCDGH_00395	CDS	324				hypothetical protein
NJOOCDGH_00396	CDS	1155	hemW		COG0635	Heme chaperone HemW
NJOOCDGH_00397	CDS	594	rdgB	3.6.1.66	COG0127	dITP/XTP pyrophosphatase
NJOOCDGH_00398	CDS	420				hypothetical protein
NJOOCDGH_00399	CDS	621	metXA		COG0500	Bifunctional methionine biosynthesis protein MetXA/MetW
NJOOCDGH_00400	CDS	1140	metXS	2.3.1.46	COG2021	Homoserine O-succinyltransferase
NJOOCDGH_00401	CDS	1968				hypothetical protein
NJOOCDGH_00402	CDS	171				hypothetical protein
NJOOCDGH_00403	CDS	594				hypothetical protein
NJOOCDGH_00404	CDS	822	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
NJOOCDGH_00405	CDS	693	yggS		COG0325	Pyridoxal phosphate homeostasis protein
NJOOCDGH_00406	CDS	1035	pilT_1		COG2805	Twitching mobility protein
NJOOCDGH_00407	CDS	1149	pilT_2		COG2805	Twitching mobility protein
NJOOCDGH_00408	CDS	900	czcD_1			Metal cation efflux system protein CzcD
NJOOCDGH_00409	CDS	405				hypothetical protein
NJOOCDGH_00410	CDS	1374	cbs	4.2.1.22	COG0031	Putative cystathionine beta-synthase
NJOOCDGH_00411	CDS	1185	metC	4.4.1.13	COG0626	Cystathionine beta-lyase
NJOOCDGH_00412	CDS	1272	pyrC'		COG0044	Dihydroorotase-like protein
NJOOCDGH_00413	CDS	1005	pyrB	2.1.3.2		Aspartate carbamoyltransferase
NJOOCDGH_00414	CDS	513	pyrR		COG2065	Bifunctional protein PyrR
NJOOCDGH_00415	CDS	435	yqgF	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
NJOOCDGH_00416	CDS	570				hypothetical protein
NJOOCDGH_00417	CDS	894				hypothetical protein
NJOOCDGH_00418	CDS	954	gshB	6.3.2.3	COG0189	Glutathione synthetase
NJOOCDGH_00419	CDS	408	walR_1		COG0745	Transcriptional regulatory protein WalR
NJOOCDGH_00420	CDS	366	pleD_1			Response regulator PleD
NJOOCDGH_00421	CDS	537				hypothetical protein
NJOOCDGH_00422	CDS	2049				hypothetical protein
NJOOCDGH_00423	CDS	876	cheR2	2.1.1.80		Chemotaxis protein methyltransferase Cher2
NJOOCDGH_00424	CDS	7419	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
NJOOCDGH_00425	CDS	1032	cheB_1	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
NJOOCDGH_00426	CDS	507				hypothetical protein
NJOOCDGH_00427	CDS	795	rhaS_1			HTH-type transcriptional activator RhaS
NJOOCDGH_00428	CDS	612				hypothetical protein
NJOOCDGH_00429	CDS	1374				hypothetical protein
NJOOCDGH_00430	CDS	723	rsmE	2.1.1.193	COG1385	Ribosomal RNA small subunit methyltransferase E
NJOOCDGH_00431	CDS	1404	bioA	2.6.1.62		Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
NJOOCDGH_00432	CDS	1491		1.4.5.-		L-amino acid dehydrogenase
NJOOCDGH_00433	CDS	570	yceJ		COG3038	Cytochrome b561 
NJOOCDGH_00434	CDS	576	yceI		COG2353	Protein YceI
NJOOCDGH_00435	CDS	444	mexR		COG1846	Multidrug resistance operon repressor
NJOOCDGH_00436	CDS	1152	mexA			Multidrug resistance protein MexA
NJOOCDGH_00437	CDS	3141	mexB_1		COG0841	Multidrug resistance protein MexB
NJOOCDGH_00438	CDS	1458	oprM_1		COG1538	Outer membrane protein OprM
NJOOCDGH_00439	CDS	1920	rhlE_1	3.6.4.13		ATP-dependent RNA helicase RhlE
NJOOCDGH_00440	CDS	1071				hypothetical protein
NJOOCDGH_00441	CDS	873	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
NJOOCDGH_00442	CDS	540				hypothetical protein
NJOOCDGH_00443	CDS	1410	ahcY	3.3.1.1	COG0499	Adenosylhomocysteinase
NJOOCDGH_00444	CDS	417				hypothetical protein
NJOOCDGH_00445	CDS	2193	cntO_2			Metal-pseudopaline receptor CntO
NJOOCDGH_00446	CDS	1479				hypothetical protein
NJOOCDGH_00447	CDS	621	rutR_2		COG1309	HTH-type transcriptional regulator RutR
NJOOCDGH_00448	CDS	1272	codA	3.5.4.1	COG0402	Cytosine deaminase
NJOOCDGH_00449	CDS	1251	codB		COG1457	Cytosine permease
NJOOCDGH_00450	CDS	1275	preA	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
NJOOCDGH_00451	CDS	1368	gltD_1	1.4.1.13	COG0493	Glutamate synthase [NADPH] small chain
NJOOCDGH_00452	CDS	1440	dht	3.5.2.2	COG0044	D-hydantoinase/dihydropyrimidinase
NJOOCDGH_00453	CDS	1491	pucI_1		COG1953	putative allantoin permease
NJOOCDGH_00454	CDS	1284	hyuC	3.5.1.87	COG0624	N-carbamoyl-L-amino-acid hydrolase
NJOOCDGH_00455	CDS	1017				IS110 family transposase ISPa11
NJOOCDGH_00456	CDS	1224	yfdE_1	2.8.3.19	COG1804	Acetyl-CoA:oxalate CoA-transferase
NJOOCDGH_00457	CDS	1182	mmgC_1	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
NJOOCDGH_00458	CDS	909	gcvA_3			Glycine cleavage system transcriptional activator
NJOOCDGH_00459	CDS	405				hypothetical protein
NJOOCDGH_00460	CDS	1623	pitA_1		COG0306	Low-affinity inorganic phosphate transporter 1
NJOOCDGH_00461	CDS	1332				hypothetical protein
NJOOCDGH_00462	CDS	792				hypothetical protein
NJOOCDGH_00463	CDS	732				hypothetical protein
NJOOCDGH_00464	CDS	2202	yccS		COG1289	Inner membrane protein YccS
NJOOCDGH_00465	CDS	1377	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
NJOOCDGH_00466	CDS	210	cspA_1		COG1278	Major cold shock protein CspA
NJOOCDGH_00467	CDS	525				hypothetical protein
NJOOCDGH_00468	CDS	375				hypothetical protein
NJOOCDGH_00469	CDS	1434	hsrA			putative transport protein HsrA
NJOOCDGH_00470	CDS	2799	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
NJOOCDGH_00471	CDS	579				hypothetical protein
NJOOCDGH_00472	CDS	888	yihG_1	2.3.-.-	COG0204	putative acyltransferase YihG
NJOOCDGH_00473	CDS	510				hypothetical protein
NJOOCDGH_00474	CDS	690	creB		COG0745	Transcriptional regulatory protein CreB
NJOOCDGH_00475	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
NJOOCDGH_00476	CDS	1359	creD		COG4452	Inner membrane protein CreD
NJOOCDGH_00477	CDS	303				hypothetical protein
NJOOCDGH_00478	CDS	186				hypothetical protein
NJOOCDGH_00479	CDS	621	yibF		COG0625	putative GST-like protein YibF
NJOOCDGH_00480	CDS	951	vgb	4.2.99.-		Virginiamycin B lyase
NJOOCDGH_00481	CDS	858				hypothetical protein
NJOOCDGH_00482	CDS	2409	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
NJOOCDGH_00483	CDS	972	fecR_1		COG3712	Protein FecR
NJOOCDGH_00484	CDS	519	fecI_1		COG1595	putative RNA polymerase sigma factor FecI
NJOOCDGH_00485	CDS	750				hypothetical protein
NJOOCDGH_00486	CDS	402				hypothetical protein
NJOOCDGH_00487	CDS	570	yxaF_1			putative HTH-type transcriptional regulator YxaF
NJOOCDGH_00488	CDS	1728	pucI_2		COG1953	putative allantoin permease
NJOOCDGH_00489	CDS	966	pcpR_2			PCP degradation transcriptional activation protein
NJOOCDGH_00490	CDS	477				hypothetical protein
NJOOCDGH_00491	CDS	951	yhaJ_1			HTH-type transcriptional regulator YhaJ
NJOOCDGH_00492	CDS	798	catD_2	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
NJOOCDGH_00493	CDS	444				hypothetical protein
NJOOCDGH_00494	CDS	2178	glcB	2.3.3.9	COG2225	Malate synthase G
NJOOCDGH_00495	CDS	444				hypothetical protein
NJOOCDGH_00496	CDS	516				hypothetical protein
NJOOCDGH_00497	CDS	897	rarD_1		COG2962	Protein RarD
NJOOCDGH_00498	CDS	975	rdoA	2.7.11.1	COG2334	Serine/threonine protein kinase RdoA
NJOOCDGH_00499	CDS	759	modE		COG2005	DNA-binding transcriptional dual regulator ModE
NJOOCDGH_00500	CDS	321				hypothetical protein
NJOOCDGH_00501	CDS	726				hypothetical protein
NJOOCDGH_00502	CDS	294				hypothetical protein
NJOOCDGH_00503	CDS	918	oxyR_1			Hydrogen peroxide-inducible genes activator
NJOOCDGH_00504	CDS	759	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
NJOOCDGH_00505	CDS	249	accB_1		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
NJOOCDGH_00506	CDS	1377	accC_1	6.3.4.14	COG0439	Biotin carboxylase
NJOOCDGH_00507	CDS	879	pxpB_1	3.5.2.9	COG2049	5-oxoprolinase subunit B
NJOOCDGH_00508	CDS	978	pxpC_1	3.5.2.9	COG1984	5-oxoprolinase subunit C
NJOOCDGH_00509	CDS	1083				hypothetical protein
NJOOCDGH_00510	CDS	1008				hypothetical protein
NJOOCDGH_00511	CDS	669	yadV_1			putative fimbrial chaperone YadV
NJOOCDGH_00512	CDS	1059	bioB	2.8.1.6	COG0502	Biotin synthase
NJOOCDGH_00513	CDS	1206	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
NJOOCDGH_00514	CDS	723	bioH	3.1.1.85		Pimeloyl-[acyl-carrier protein] methyl ester esterase
NJOOCDGH_00515	CDS	825	bioC	2.1.1.197		Malonyl-[acyl-carrier protein] O-methyltransferase
NJOOCDGH_00516	CDS	687	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
NJOOCDGH_00517	CDS	231				hypothetical protein
NJOOCDGH_00518	CDS	1806	dmdC_1	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
NJOOCDGH_00519	CDS	1797	dmdC_2	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
NJOOCDGH_00520	CDS	1779	dmdC_3	1.3.8.-	COG1960	3-methylmercaptopropionyl-CoA dehydrogenase
NJOOCDGH_00521	CDS	1482	nirS_1	1.7.2.1	COG2010	Nitrite reductase
NJOOCDGH_00522	CDS	840	cysG_1		COG0007	Siroheme synthase
NJOOCDGH_00523	CDS	1164	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
NJOOCDGH_00524	CDS	516				hypothetical protein
NJOOCDGH_00525	CDS	444				hypothetical protein
NJOOCDGH_00526	CDS	525				hypothetical protein
NJOOCDGH_00527	CDS	453				hypothetical protein
NJOOCDGH_00528	CDS	1179				hypothetical protein
NJOOCDGH_00529	CDS	360				hypothetical protein
NJOOCDGH_00530	CDS	315	nirM		COG4654	Cytochrome c-551
NJOOCDGH_00531	CDS	1707	nirS_2	1.7.2.1	COG2010	Nitrite reductase
NJOOCDGH_00532	CDS	783	nirQ		COG0714	Denitrification regulatory protein NirQ
NJOOCDGH_00533	CDS	573	qoxC	1.10.3.-		Quinol oxidase subunit 3
NJOOCDGH_00534	CDS	258				hypothetical protein
NJOOCDGH_00535	CDS	441	norC		COG2010	Nitric oxide reductase subunit C
NJOOCDGH_00536	CDS	1401	norB	1.7.2.5	COG3256	Nitric oxide reductase subunit B
NJOOCDGH_00537	CDS	1839				hypothetical protein
NJOOCDGH_00538	CDS	195				hypothetical protein
NJOOCDGH_00539	CDS	684	glxR_1		COG0664	CRP-like cAMP-activated global transcriptional regulator
NJOOCDGH_00540	CDS	879	cynR_1			HTH-type transcriptional regulator CynR
NJOOCDGH_00541	CDS	702	yiiM_1		COG2258	Protein YiiM
NJOOCDGH_00542	CDS	237				hypothetical protein
NJOOCDGH_00543	CDS	1182	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase
NJOOCDGH_00544	CDS	717				hypothetical protein
NJOOCDGH_00545	CDS	264				hypothetical protein
NJOOCDGH_00546	CDS	1491	malT_1			HTH-type transcriptional regulator MalT
NJOOCDGH_00547	CDS	1290	puuB_1	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
NJOOCDGH_00548	CDS	555				hypothetical protein
NJOOCDGH_00549	CDS	1026				hypothetical protein
NJOOCDGH_00550	CDS	609	lemA_1		COG1704	Protein LemA
NJOOCDGH_00551	CDS	582	dsbB_1			Disulfide bond formation protein B
NJOOCDGH_00552	CDS	831				hypothetical protein
NJOOCDGH_00553	CDS	387				hypothetical protein
NJOOCDGH_00554	CDS	459				hypothetical protein
NJOOCDGH_00555	CDS	420	yqjC			Protein YqjC
NJOOCDGH_00556	CDS	969				hypothetical protein
NJOOCDGH_00557	CDS	744	cpdA_1	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
NJOOCDGH_00558	CDS	1305		1.14.13.239		Carnitine monooxygenase reductase subunit
NJOOCDGH_00559	CDS	1191	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
NJOOCDGH_00560	CDS	1002	COQ3_1	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
NJOOCDGH_00561	CDS	1998	tktA	2.2.1.1	COG0021	Transketolase 1
NJOOCDGH_00562	CDS	1065				hypothetical protein
NJOOCDGH_00563	CDS	798	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
NJOOCDGH_00564	CDS	1062	epd_1	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
NJOOCDGH_00565	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
NJOOCDGH_00566	CDS	201				hypothetical protein
NJOOCDGH_00567	CDS	342				hypothetical protein
NJOOCDGH_00568	CDS	1065	cbbA	4.1.2.13		Fructose-bisphosphate aldolase
NJOOCDGH_00569	CDS	483				hypothetical protein
NJOOCDGH_00570	CDS	426				hypothetical protein
NJOOCDGH_00571	CDS	768		2.1.1.-	COG0500	putative methyltransferase
NJOOCDGH_00572	CDS	1179			COG2081	putative protein
NJOOCDGH_00573	CDS	489	ygjP	3.6.1.-	COG1451	UTP pyrophosphatase
NJOOCDGH_00574	CDS	1155				hypothetical protein
NJOOCDGH_00575	CDS	675	yieH	3.1.3.-	COG0637	6-phosphogluconate phosphatase
NJOOCDGH_00576	CDS	354	yhaI		COG3152	Inner membrane protein YhaI
NJOOCDGH_00577	CDS	912	mtrA_1			HTH-type transcriptional regulator MtrA
NJOOCDGH_00578	CDS	339				hypothetical protein
NJOOCDGH_00579	CDS	516				hypothetical protein
NJOOCDGH_00580	CDS	159				hypothetical protein
NJOOCDGH_00581	CDS	459				hypothetical protein
NJOOCDGH_00582	CDS	471				hypothetical protein
NJOOCDGH_00583	CDS	348				hypothetical protein
NJOOCDGH_00584	CDS	615				hypothetical protein
NJOOCDGH_00585	CDS	2727	impA	3.4.24.-		Immunomodulating metalloprotease
NJOOCDGH_00586	CDS	126				hypothetical protein
NJOOCDGH_00587	CDS	336				hypothetical protein
NJOOCDGH_00588	CDS	1122				hypothetical protein
NJOOCDGH_00589	tRNA	77				tRNA-Met(cat)
NJOOCDGH_00590	CDS	3738				hypothetical protein
NJOOCDGH_00591	CDS	1854	rpoD		COG0568	RNA polymerase sigma factor RpoD
NJOOCDGH_00592	CDS	1995	dnaG	2.7.7.-	COG0358	DNA primase
NJOOCDGH_00593	CDS	450	yqeY		COG1610	putative protein YqeY
NJOOCDGH_00594	CDS	216	rpsU		COG0828	30S ribosomal protein S21
NJOOCDGH_00595	CDS	1026	tsaD	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
NJOOCDGH_00596	CDS	570	plsY	2.3.1.15	COG0344	putative glycerol-3-phosphate acyltransferase
NJOOCDGH_00597	CDS	417	folB	4.1.2.25	COG1539	Dihydroneopterin aldolase
NJOOCDGH_00598	CDS	543				hypothetical protein
NJOOCDGH_00599	CDS	1233	cca		COG0617	Multifunctional CCA protein
NJOOCDGH_00600	CDS	507				hypothetical protein
NJOOCDGH_00601	CDS	1554				hypothetical protein
NJOOCDGH_00602	CDS	1272				hypothetical protein
NJOOCDGH_00603	CDS	1923				hypothetical protein
NJOOCDGH_00604	CDS	333	glpE_1	2.8.1.1	COG0607	Thiosulfate sulfurtransferase GlpE
NJOOCDGH_00605	CDS	852	apaH_1	3.6.1.41	COG0639	Bis(5'-nucleosyl)-tetraphosphatase, symmetrical
NJOOCDGH_00606	CDS	381	apaG		COG2967	Protein ApaG
NJOOCDGH_00607	CDS	807	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
NJOOCDGH_00608	CDS	987	pdxA	1.1.1.262	COG1995	4-hydroxythreonine-4-phosphate dehydrogenase
NJOOCDGH_00609	CDS	1293	surA_1	5.2.1.8	COG0760	Chaperone SurA
NJOOCDGH_00610	CDS	2775	lptD		COG1452	LPS-assembly protein LptD
NJOOCDGH_00611	CDS	1017	amgK	2.7.1.221	COG3178	N-acetylmuramate/N-acetylglucosamine kinase
NJOOCDGH_00612	CDS	675	murU	2.7.7.99	COG1208	N-acetylmuramate alpha-1-phosphate uridylyltransferase
NJOOCDGH_00613	CDS	759	djlA		COG1076	Co-chaperone protein DjlA
NJOOCDGH_00614	CDS	1062				hypothetical protein
NJOOCDGH_00615	CDS	2394	mltF_1	4.2.2.-		Membrane-bound lytic murein transglycosylase F
NJOOCDGH_00616	CDS	633	uvrY		COG2197	Response regulator UvrY
NJOOCDGH_00617	CDS	1035	potD_1		COG0687	Spermidine/putrescine-binding periplasmic protein
NJOOCDGH_00618	CDS	1110	potA_4	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
NJOOCDGH_00619	CDS	1047	potD_2		COG0687	Spermidine/putrescine-binding periplasmic protein
NJOOCDGH_00620	CDS	1248				hypothetical protein
NJOOCDGH_00621	CDS	831	ydcV_4			Inner membrane ABC transporter permease protein YdcV
NJOOCDGH_00622	CDS	675	rpe	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
NJOOCDGH_00623	CDS	819	gph	3.1.3.18		Phosphoglycolate phosphatase
NJOOCDGH_00624	CDS	1479	trpE	4.1.3.27	COG0147	Anthranilate synthase component 1
NJOOCDGH_00625	CDS	315				hypothetical protein
NJOOCDGH_00626	CDS	771	prtR_1		COG2932	HTH-type transcriptional regulator PrtR
NJOOCDGH_00627	CDS	171				hypothetical protein
NJOOCDGH_00628	CDS	201				hypothetical protein
NJOOCDGH_00629	CDS	360				hypothetical protein
NJOOCDGH_00630	CDS	354				hypothetical protein
NJOOCDGH_00631	CDS	516				hypothetical protein
NJOOCDGH_00632	CDS	558				hypothetical protein
NJOOCDGH_00633	CDS	327				hypothetical protein
NJOOCDGH_00634	CDS	888				hypothetical protein
NJOOCDGH_00635	CDS	534				hypothetical protein
NJOOCDGH_00636	CDS	2076				hypothetical protein
NJOOCDGH_00637	CDS	1161	gpFI			Putative prophage major tail sheath protein
NJOOCDGH_00638	CDS	504				hypothetical protein
NJOOCDGH_00639	CDS	345				hypothetical protein
NJOOCDGH_00640	CDS	2238				hypothetical protein
NJOOCDGH_00641	CDS	873				hypothetical protein
NJOOCDGH_00642	CDS	207				hypothetical protein
NJOOCDGH_00643	CDS	990				hypothetical protein
NJOOCDGH_00644	CDS	630				hypothetical protein
NJOOCDGH_00645	CDS	363				hypothetical protein
NJOOCDGH_00646	CDS	258				hypothetical protein
NJOOCDGH_00647	CDS	495				hypothetical protein
NJOOCDGH_00648	CDS	348				hypothetical protein
NJOOCDGH_00649	CDS	255				hypothetical protein
NJOOCDGH_00650	CDS	1836				hypothetical protein
NJOOCDGH_00651	CDS	342				hypothetical protein
NJOOCDGH_00652	CDS	696				hypothetical protein
NJOOCDGH_00653	CDS	771				hypothetical protein
NJOOCDGH_00654	CDS	603				hypothetical protein
NJOOCDGH_00655	CDS	3615				hypothetical protein
NJOOCDGH_00656	CDS	141				hypothetical protein
NJOOCDGH_00657	CDS	1092				hypothetical protein
NJOOCDGH_00658	CDS	336				hypothetical protein
NJOOCDGH_00659	CDS	231				hypothetical protein
NJOOCDGH_00660	CDS	1053				hypothetical protein
NJOOCDGH_00661	CDS	303				hypothetical protein
NJOOCDGH_00662	CDS	231				hypothetical protein
NJOOCDGH_00663	CDS	606	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
NJOOCDGH_00664	CDS	1050	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
NJOOCDGH_00665	CDS	837	trpC	4.1.1.48		Indole-3-glycerol phosphate synthase
NJOOCDGH_00666	CDS	645	vfr		COG0664	Cyclic AMP receptor-like protein
NJOOCDGH_00667	CDS	423	yhfA		COG1765	Protein YhfA
NJOOCDGH_00668	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
NJOOCDGH_00669	CDS	648	coq7	1.14.99.60	COG2941	3-demethoxyubiquinol 3-hydroxylase
NJOOCDGH_00670	CDS	339		3.9.1.-	COG0537	Purine nucleoside phosphoramidase
NJOOCDGH_00671	CDS	1482	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
NJOOCDGH_00672	CDS	801				hypothetical protein
NJOOCDGH_00673	CDS	1077				hypothetical protein
NJOOCDGH_00674	CDS	969				hypothetical protein
NJOOCDGH_00675	CDS	423				hypothetical protein
NJOOCDGH_00676	CDS	1035	argC	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
NJOOCDGH_00677	CDS	720				hypothetical protein
NJOOCDGH_00678	CDS	414				hypothetical protein
NJOOCDGH_00679	CDS	351	erpA		COG0316	Iron-sulfur cluster insertion protein ErpA
NJOOCDGH_00680	CDS	1092	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
NJOOCDGH_00681	CDS	1440				hypothetical protein
NJOOCDGH_00682	CDS	1200	tyrS_1	6.1.1.1	COG0162	Tyrosine--tRNA ligase
NJOOCDGH_00683	rRNA	1531				16S ribosomal RNA
NJOOCDGH_00684	tRNA	77				tRNA-Ile(gat)
NJOOCDGH_00685	tRNA	76				tRNA-Ala(tgc)
NJOOCDGH_00686	rRNA	2888				23S ribosomal RNA
NJOOCDGH_00687	rRNA	110				5S ribosomal RNA
NJOOCDGH_00688	CDS	3075	dnaE2	2.7.7.7		Error-prone DNA polymerase
NJOOCDGH_00689	CDS	1416	imuB			Protein ImuB
NJOOCDGH_00690	CDS	552	sulA_1			Cell division inhibitor SulA
NJOOCDGH_00691	CDS	597	pigA	1.14.99.58	COG3230	Heme oxygenase PigA
NJOOCDGH_00692	CDS	321				hypothetical protein
NJOOCDGH_00693	CDS	717				hypothetical protein
NJOOCDGH_00694	CDS	546				hypothetical protein
NJOOCDGH_00695	CDS	960				hypothetical protein
NJOOCDGH_00696	CDS	642				hypothetical protein
NJOOCDGH_00697	CDS	450				hypothetical protein
NJOOCDGH_00698	CDS	432				hypothetical protein
NJOOCDGH_00699	CDS	375				hypothetical protein
NJOOCDGH_00700	CDS	450	xcpT_1		COG2165	Type II secretion system protein G
NJOOCDGH_00701	CDS	966	xcpX_1		COG3156	Type II secretion system protein K
NJOOCDGH_00702	CDS	324				hypothetical protein
NJOOCDGH_00703	CDS	885				hypothetical protein
NJOOCDGH_00704	CDS	594				hypothetical protein
NJOOCDGH_00705	CDS	2412	gspD		COG1450	Putative secretin GspD
NJOOCDGH_00706	CDS	1410	hxcR		COG2804	putative type II secretion system protein HxcR
NJOOCDGH_00707	CDS	1215	epsF_1		COG1459	Type II secretion system protein F
NJOOCDGH_00708	CDS	1107	phoA2_1	3.1.3.1	COG0226	Alkaline phosphatase L
NJOOCDGH_00709	CDS	1113	phoA2_2	3.1.3.1	COG0226	Alkaline phosphatase L
NJOOCDGH_00710	CDS	12543				hypothetical protein
NJOOCDGH_00711	CDS	603				hypothetical protein
NJOOCDGH_00712	CDS	1635				hypothetical protein
NJOOCDGH_00713	CDS	1848	tolQ_2			Tol-Pal system protein TolQ
NJOOCDGH_00714	CDS	420	exbD_2		COG0848	Biopolymer transport protein ExbD
NJOOCDGH_00715	CDS	747				hypothetical protein
NJOOCDGH_00716	CDS	1707				hypothetical protein
NJOOCDGH_00717	CDS	678				hypothetical protein
NJOOCDGH_00718	CDS	480				hypothetical protein
NJOOCDGH_00719	CDS	945	surA_2	5.2.1.8		Chaperone SurA
NJOOCDGH_00720	CDS	426				hypothetical protein
NJOOCDGH_00721	CDS	987				hypothetical protein
NJOOCDGH_00722	CDS	666				hypothetical protein
NJOOCDGH_00723	CDS	906				hypothetical protein
